order_id,date,product_id,product_name,category,quantity,unit_price,revenue,region
SO002093,2025-02-06,P017,Cooling Fan,Finished Goods,32,46.12,1475.84,EMEA
SO002094,2025-06-16,P015,Fastener Kit,Components,5,6.17,30.85,EMEA
SO002095,2026-09-17,P001,Steel Coil,Raw Materials,28,17.47,489.16,EMEA
SO002096,2026-05-29,P002,Copper Wire,Raw Materials,18,24.33,437.94,Latin America
SO002097,2026-01-22,P005,Capacitor Kit,Components,31,12.93,400.83,North America
SO002098,2025-08-09,P019,Protective Film,Packaging,13,2.5,32.5,EMEA
SO002099,2025-11-11,P025,Bulk Resin,Raw Materials,3,31.03,93.09,Latin America
SO002100,2025-08-25,P007,Industrial Motor,Finished Goods,22,333.14,7329.08,North America
SO002101,2025-12-26,P014,Wiring Bundle,Components,29,27.84,807.36,North America
SO002102,2025-09-18,P008,Control Panel,Finished Goods,9,240.0,2160.0,Europe
SO002103,2025-07-20,P005,Capacitor Kit,Components,30,13.53,405.9,EMEA
SO002104,2025-04-14,P021,Drive Controller,Electronics,22,127.93,2814.46,Latin America
SO002105,2025-08-01,P009,Packaging Sleeve,Packaging,22,3.9,85.8,Latin America
SO002106,2025-06-29,P007,Industrial Motor,Finished Goods,27,332.93,8989.11,Europe
SO002107,2026-03-10,P024,Industrial Sensor,Electronics,1,147.9,147.9,Latin America
SO002108,2026-02-10,P015,Fastener Kit,Components,31,6.52,202.12,Europe
SO002109,2025-05-15,P019,Protective Film,Packaging,18,2.64,47.52,EMEA
SO002110,2025-02-08,P017,Cooling Fan,Finished Goods,23,39.84,916.32,Asia Pacific
SO002111,2025-08-02,P016,Battery Pack,Electronics,12,139.17,1670.04,EMEA
SO002112,2026-04-12,P024,Industrial Sensor,Electronics,20,165.25,3305.0,EMEA
SO002113,2026-12-08,P006,Printed Circuit Board,Components,28,48.86,1368.08,North America
SO002114,2025-04-21,P010,Shipping Crate,Packaging,6,13.45,80.7,Latin America
SO002115,2026-07-27,P024,Industrial Sensor,Electronics,17,122.15,2076.55,EMEA
SO002116,2025-01-05,P018,Inspection Tag,Packaging,20,0.87,17.4,Europe
SO002117,2025-07-11,P025,Bulk Resin,Raw Materials,4,30.29,121.16,Latin America
SO002118,2025-10-28,P014,Wiring Bundle,Components,32,30.81,985.92,Europe
SO002119,2026-09-19,P005,Capacitor Kit,Components,14,11.55,161.7,North America
SO002120,2026-08-22,P017,Cooling Fan,Finished Goods,32,45.77,1464.64,Europe
SO002121,2025-02-01,P013,Quality Label,Packaging,10,1.51,15.1,Latin America
SO002122,2026-03-03,P006,Printed Circuit Board,Components,11,44.38,488.18,Europe
SO002123,2025-07-16,P025,Bulk Resin,Raw Materials,2,31.29,62.58,Asia Pacific
SO002124,2025-01-10,P021,Drive Controller,Electronics,19,108.53,2062.07,Latin America
SO002125,2026-01-04,P005,Capacitor Kit,Components,10,13.43,134.3,Asia Pacific
SO002126,2026-09-09,P002,Copper Wire,Raw Materials,31,22.42,695.02,EMEA
SO002127,2025-01-03,P018,Inspection Tag,Packaging,9,0.88,7.92,Latin America
SO002128,2025-10-14,P017,Cooling Fan,Finished Goods,28,37.61,1053.08,North America
SO002129,2026-01-11,P022,Assembly Frame,Finished Goods,11,198.76,2186.36,North America
SO002130,2025-01-26,P021,Drive Controller,Electronics,7,119.19,834.33,EMEA
SO002131,2025-03-22,P022,Assembly Frame,Finished Goods,24,184.48,4427.52,Europe
SO002132,2025-10-03,P016,Battery Pack,Electronics,2,132.02,264.04,Europe
SO002133,2025-03-14,P009,Packaging Sleeve,Packaging,26,3.7,96.2,EMEA
SO002134,2025-02-10,P014,Wiring Bundle,Components,28,30.41,851.48,Latin America
SO002135,2026-03-08,P003,Aluminum Sheet,Raw Materials,26,17.29,449.54,Europe
SO002136,2026-03-04,P023,Vendor Seal,Packaging,7,0.63,4.41,EMEA
SO002137,2025-09-12,P001,Steel Coil,Raw Materials,28,18.02,504.56,Europe
SO002138,2026-10-13,P017,Cooling Fan,Finished Goods,27,37.24,1005.48,North America
SO002139,2025-01-06,P002,Copper Wire,Raw Materials,25,21.13,528.25,North America
SO002140,2025-12-14,P009,Packaging Sleeve,Packaging,7,3.71,25.97,Asia Pacific
SO002141,2026-03-03,P011,Sensor Module,Electronics,12,81.73,980.76,Asia Pacific
SO002142,2025-05-07,P009,Packaging Sleeve,Packaging,16,3.51,56.16,EMEA
SO002143,2026-05-01,P007,Industrial Motor,Finished Goods,8,343.85,2750.8,Latin America
SO002144,2026-03-31,P004,Resistor Pack,Components,7,7.59,53.13,EMEA
SO002145,2025-11-27,P025,Bulk Resin,Raw Materials,16,32.67,522.72,EMEA
SO002146,2026-04-05,P011,Sensor Module,Electronics,15,84.71,1270.65,Latin America
SO002147,2026-02-18,P021,Drive Controller,Electronics,6,109.54,657.24,Asia Pacific
SO002148,2025-05-12,P010,Shipping Crate,Packaging,26,13.76,357.76,North America
SO002149,2026-05-05,P018,Inspection Tag,Packaging,21,0.97,20.37,North America
SO002150,2026-08-28,P015,Fastener Kit,Components,11,6.1,67.1,North America
SO002151,2026-01-03,P023,Vendor Seal,Packaging,9,0.7,6.3,Latin America
SO002152,2026-03-21,P024,Industrial Sensor,Electronics,10,143.37,1433.7,EMEA
SO002153,2025-04-25,P022,Assembly Frame,Finished Goods,11,171.93,1891.23,North America
SO002154,2026-12-30,P009,Packaging Sleeve,Packaging,32,3.98,127.36,North America
SO002155,2025-03-07,P014,Wiring Bundle,Components,16,25.55,408.8,Latin America
SO002156,2026-10-21,P003,Aluminum Sheet,Raw Materials,16,16.02,256.32,EMEA
SO002157,2026-07-07,P018,Inspection Tag,Packaging,31,1.07,33.17,Europe
SO002158,2025-01-30,P019,Protective Film,Packaging,6,2.36,14.16,North America
SO002159,2025-08-07,P024,Industrial Sensor,Electronics,26,135.02,3510.52,Asia Pacific
SO002160,2025-09-01,P009,Packaging Sleeve,Packaging,7,3.54,24.78,EMEA
SO002161,2026-02-18,P009,Packaging Sleeve,Packaging,1,3.54,3.54,Europe
SO002162,2025-04-06,P020,Insulation Tape,Raw Materials,8,5.45,43.6,EMEA
SO002163,2026-01-23,P017,Cooling Fan,Finished Goods,8,38.7,309.6,North America
SO002164,2025-12-31,P005,Capacitor Kit,Components,23,12.25,281.75,EMEA
SO002165,2026-01-11,P005,Capacitor Kit,Components,15,11.19,167.85,EMEA
SO002166,2025-02-17,P018,Inspection Tag,Packaging,21,0.81,17.01,Asia Pacific
SO002167,2026-05-17,P020,Insulation Tape,Raw Materials,27,4.7,126.9,Latin America
SO002168,2025-11-02,P024,Industrial Sensor,Electronics,11,164.95,1814.45,Asia Pacific
SO002169,2026-09-25,P002,Copper Wire,Raw Materials,16,21.6,345.6,Latin America
SO002170,2026-08-26,P016,Battery Pack,Electronics,6,153.45,920.7,EMEA
SO002171,2026-09-16,P014,Wiring Bundle,Components,23,25.87,595.01,Asia Pacific
SO002172,2026-06-04,P002,Copper Wire,Raw Materials,27,19.53,527.31,Asia Pacific
SO002173,2025-03-10,P018,Inspection Tag,Packaging,11,0.97,10.67,North America
SO002174,2025-09-14,P005,Capacitor Kit,Components,8,13.16,105.28,EMEA
SO002175,2025-12-06,P008,Control Panel,Finished Goods,14,264.49,3702.86,Europe
SO002176,2026-03-30,P023,Vendor Seal,Packaging,18,0.64,11.52,Europe
SO002177,2025-04-30,P003,Aluminum Sheet,Raw Materials,5,14.82,74.1,Latin America
SO002178,2025-01-28,P004,Resistor Pack,Components,28,8.1,226.8,Asia Pacific
SO002179,2025-09-08,P019,Protective Film,Packaging,29,2.31,66.99,North America
SO002180,2026-02-20,P008,Control Panel,Finished Goods,22,253.15,5569.3,Latin America
SO002181,2025-08-16,P013,Quality Label,Packaging,23,1.66,38.18,Europe
SO002182,2026-02-04,P008,Control Panel,Finished Goods,12,267.16,3205.92,Latin America
SO002183,2025-06-21,P009,Packaging Sleeve,Packaging,6,4.29,25.74,Europe
SO002184,2026-05-19,P009,Packaging Sleeve,Packaging,16,3.38,54.08,North America
SO002185,2025-02-06,P009,Packaging Sleeve,Packaging,27,4.19,113.13,Latin America
SO002186,2026-06-14,P021,Drive Controller,Electronics,10,126.11,1261.1,EMEA
SO002187,2026-12-12,P004,Resistor Pack,Components,24,8.54,204.96,North America
SO002188,2026-08-27,P005,Capacitor Kit,Components,16,12.54,200.64,North America
SO002189,2025-06-20,P025,Bulk Resin,Raw Materials,4,32.3,129.2,North America
SO002190,2025-11-06,P017,Cooling Fan,Finished Goods,16,42.65,682.4,EMEA
SO002191,2026-09-08,P013,Quality Label,Packaging,9,1.46,13.14,Latin America
SO002192,2026-02-21,P023,Vendor Seal,Packaging,17,0.69,11.73,EMEA
SO002193,2025-09-22,P006,Printed Circuit Board,Components,25,48.75,1218.75,Europe
SO002194,2025-12-17,P011,Sensor Module,Electronics,6,105.54,633.24,Latin America
SO002195,2025-05-15,P014,Wiring Bundle,Components,19,26.54,504.26,Latin America
SO002196,2025-11-11,P013,Quality Label,Packaging,20,1.34,26.8,Europe
SO002197,2026-04-26,P001,Steel Coil,Raw Materials,17,20.35,345.95,Asia Pacific
SO002198,2026-05-14,P022,Assembly Frame,Finished Goods,6,193.5,1161.0,Europe
SO002199,2025-11-21,P025,Bulk Resin,Raw Materials,23,31.34,720.82,EMEA
SO002200,2026-02-01,P017,Cooling Fan,Finished Goods,26,38.34,996.84,Latin America
SO002201,2025-01-08,P025,Bulk Resin,Raw Materials,32,32.43,1037.76,Asia Pacific
SO002202,2025-03-28,P017,Cooling Fan,Finished Goods,12,41.53,498.36,EMEA
SO002203,2025-06-02,P002,Copper Wire,Raw Materials,7,23.4,163.8,North America
SO002204,2025-09-13,P021,Drive Controller,Electronics,28,131.05,3669.4,Asia Pacific
SO002205,2026-04-28,P020,Insulation Tape,Raw Materials,18,4.75,85.5,Europe
SO002206,2025-12-05,P002,Copper Wire,Raw Materials,31,23.51,728.81,Europe
SO002207,2025-07-16,P015,Fastener Kit,Components,16,6.93,110.88,North America
SO002208,2026-01-16,P017,Cooling Fan,Finished Goods,29,40.06,1161.74,Latin America
SO002209,2025-05-22,P023,Vendor Seal,Packaging,21,0.68,14.28,Europe
SO002210,2025-05-04,P012,Power Converter,Electronics,21,79.1,1661.1,Asia Pacific
SO002211,2026-06-20,P002,Copper Wire,Raw Materials,8,19.49,155.92,Europe
SO002212,2025-02-02,P020,Insulation Tape,Raw Materials,30,5.33,159.9,Asia Pacific
SO002213,2025-04-26,P021,Drive Controller,Electronics,25,129.79,3244.75,North America
SO002214,2025-09-02,P003,Aluminum Sheet,Raw Materials,16,15.21,243.36,Asia Pacific
SO002215,2025-02-03,P021,Drive Controller,Electronics,10,108.57,1085.7,Asia Pacific
SO002216,2025-02-01,P018,Inspection Tag,Packaging,15,1.01,15.15,Europe
SO002217,2025-04-28,P012,Power Converter,Electronics,16,77.47,1239.52,Europe
SO002218,2025-08-21,P008,Control Panel,Finished Goods,27,273.88,7394.76,EMEA
SO002219,2025-09-28,P016,Battery Pack,Electronics,12,128.31,1539.72,Latin America
SO002220,2026-07-13,P010,Shipping Crate,Packaging,6,16.73,100.38,EMEA
SO002221,2025-04-19,P007,Industrial Motor,Finished Goods,26,331.71,8624.46,Latin America
SO002222,2026-11-29,P022,Assembly Frame,Finished Goods,1,175.73,175.73,North America
SO002223,2025-12-20,P003,Aluminum Sheet,Raw Materials,22,13.97,307.34,EMEA
SO002224,2025-10-14,P006,Printed Circuit Board,Components,20,44.97,899.4,EMEA
SO002225,2026-10-23,P004,Resistor Pack,Components,14,9.16,128.24,Europe
SO002226,2025-10-25,P001,Steel Coil,Raw Materials,21,18.37,385.77,Europe
SO002227,2026-02-16,P024,Industrial Sensor,Electronics,22,144.79,3185.38,Latin America
SO002228,2025-02-20,P011,Sensor Module,Electronics,7,100.37,702.59,Europe
SO002229,2026-10-18,P023,Vendor Seal,Packaging,4,0.65,2.6,Asia Pacific
SO002230,2026-11-03,P005,Capacitor Kit,Components,4,13.38,53.52,North America
SO002231,2026-11-21,P017,Cooling Fan,Finished Goods,6,43.47,260.82,EMEA
SO002232,2026-08-04,P007,Industrial Motor,Finished Goods,3,336.89,1010.67,Asia Pacific
SO002233,2026-08-13,P002,Copper Wire,Raw Materials,9,22.98,206.82,Latin America
SO002234,2025-05-05,P008,Control Panel,Finished Goods,4,235.96,943.84,Asia Pacific
SO002235,2025-09-02,P020,Insulation Tape,Raw Materials,26,4.68,121.68,North America
SO002236,2025-12-22,P014,Wiring Bundle,Components,11,24.66,271.26,Latin America
SO002237,2026-09-22,P019,Protective Film,Packaging,3,2.37,7.11,Europe
SO002238,2026-10-01,P010,Shipping Crate,Packaging,19,13.99,265.81,North America
SO002239,2025-08-09,P003,Aluminum Sheet,Raw Materials,27,16.72,451.44,Asia Pacific
SO002240,2026-07-02,P002,Copper Wire,Raw Materials,12,21.74,260.88,EMEA
SO002241,2025-06-18,P006,Printed Circuit Board,Components,17,51.17,869.89,Europe
SO002242,2026-08-03,P003,Aluminum Sheet,Raw Materials,3,15.95,47.85,North America
SO002243,2026-12-14,P010,Shipping Crate,Packaging,21,13.78,289.38,Asia Pacific
SO002244,2025-07-14,P003,Aluminum Sheet,Raw Materials,1,14.86,14.86,Latin America
SO002245,2026-01-31,P015,Fastener Kit,Components,14,7.23,101.22,Latin America
SO002246,2026-08-12,P010,Shipping Crate,Packaging,1,15.98,15.98,Asia Pacific
SO002247,2026-04-09,P006,Printed Circuit Board,Components,30,43.04,1291.2,Asia Pacific
SO002248,2025-03-02,P005,Capacitor Kit,Components,16,13.03,208.48,Latin America
SO002249,2026-08-23,P004,Resistor Pack,Components,20,8.87,177.4,EMEA
SO002250,2026-10-13,P003,Aluminum Sheet,Raw Materials,23,16.47,378.81,Latin America
SO002251,2026-02-21,P017,Cooling Fan,Finished Goods,9,41.17,370.53,Asia Pacific
SO002252,2026-04-29,P004,Resistor Pack,Components,8,7.8,62.4,Latin America
SO002253,2025-02-08,P014,Wiring Bundle,Components,10,29.71,297.1,EMEA
SO002254,2025-09-04,P005,Capacitor Kit,Components,12,11.95,143.4,Europe
SO002255,2025-12-03,P005,Capacitor Kit,Components,11,13.23,145.53,Asia Pacific
SO002256,2026-03-20,P013,Quality Label,Packaging,1,1.4,1.4,Latin America
SO002257,2025-10-19,P009,Packaging Sleeve,Packaging,25,3.38,84.5,Latin America
SO002258,2026-07-03,P009,Packaging Sleeve,Packaging,31,4.33,134.23,EMEA
SO002259,2025-02-06,P008,Control Panel,Finished Goods,17,281.08,4778.36,Asia Pacific
SO002260,2026-01-28,P006,Printed Circuit Board,Components,15,45.55,683.25,North America
SO002261,2025-03-03,P016,Battery Pack,Electronics,7,143.2,1002.4,Latin America
SO002262,2025-08-27,P004,Resistor Pack,Components,5,7.73,38.65,Latin America
SO002263,2026-11-22,P020,Insulation Tape,Raw Materials,12,4.52,54.24,North America
SO002264,2025-04-25,P011,Sensor Module,Electronics,21,84.01,1764.21,Europe
SO002265,2026-05-21,P017,Cooling Fan,Finished Goods,2,41.47,82.94,Asia Pacific
SO002266,2025-01-18,P015,Fastener Kit,Components,2,7.17,14.34,North America
SO002267,2025-04-16,P012,Power Converter,Electronics,5,80.33,401.65,Europe
SO002268,2026-04-23,P020,Insulation Tape,Raw Materials,2,4.69,9.38,North America
SO002269,2026-02-21,P020,Insulation Tape,Raw Materials,23,4.92,113.16,North America
SO002270,2026-08-27,P021,Drive Controller,Electronics,6,122.19,733.14,Latin America
SO002271,2025-11-06,P009,Packaging Sleeve,Packaging,1,4.12,4.12,Asia Pacific
SO002272,2026-10-28,P007,Industrial Motor,Finished Goods,32,301.62,9651.84,Europe
SO002273,2026-05-30,P009,Packaging Sleeve,Packaging,11,4.19,46.09,Europe
SO002274,2025-05-16,P004,Resistor Pack,Components,21,8.41,176.61,Latin America
SO002275,2026-04-28,P002,Copper Wire,Raw Materials,8,22.42,179.36,Europe
SO002276,2025-11-23,P018,Inspection Tag,Packaging,8,0.87,6.96,North America
SO002277,2025-08-25,P004,Resistor Pack,Components,6,8.04,48.24,North America
SO002278,2025-02-28,P009,Packaging Sleeve,Packaging,32,4.15,132.8,EMEA
SO002279,2026-03-19,P016,Battery Pack,Electronics,9,132.22,1189.98,North America
SO002280,2025-07-27,P020,Insulation Tape,Raw Materials,2,5.56,11.12,Latin America
SO002281,2025-09-18,P015,Fastener Kit,Components,24,6.88,165.12,Latin America
SO002282,2025-06-09,P020,Insulation Tape,Raw Materials,22,5.39,118.58,North America
SO002283,2025-03-27,P012,Power Converter,Electronics,6,83.7,502.2,North America
SO002284,2026-06-21,P020,Insulation Tape,Raw Materials,19,5.02,95.38,North America
SO002285,2026-10-13,P011,Sensor Module,Electronics,3,82.29,246.87,Asia Pacific
SO002286,2026-11-03,P002,Copper Wire,Raw Materials,28,21.92,613.76,Latin America
SO002287,2026-07-24,P001,Steel Coil,Raw Materials,16,20.4,326.4,Asia Pacific
SO002288,2025-03-15,P021,Drive Controller,Electronics,6,127.2,763.2,North America
SO002289,2026-07-15,P025,Bulk Resin,Raw Materials,4,34.35,137.4,Asia Pacific
SO002290,2025-04-29,P006,Printed Circuit Board,Components,14,49.85,697.9,Asia Pacific
SO002291,2026-08-27,P005,Capacitor Kit,Components,27,11.38,307.26,Asia Pacific
SO002292,2026-07-03,P003,Aluminum Sheet,Raw Materials,25,13.9,347.5,Europe
SO002293,2026-04-02,P005,Capacitor Kit,Components,13,13.98,181.74,Europe
SO002294,2026-04-26,P001,Steel Coil,Raw Materials,10,19.47,194.7,Europe
SO002295,2026-04-30,P008,Control Panel,Finished Goods,1,247.09,247.09,Europe
SO002296,2026-08-04,P023,Vendor Seal,Packaging,1,0.72,0.72,Latin America
SO002297,2026-08-31,P020,Insulation Tape,Raw Materials,15,5.07,76.05,North America
SO002298,2026-08-10,P025,Bulk Resin,Raw Materials,19,32.31,613.89,Latin America
SO002299,2026-05-04,P022,Assembly Frame,Finished Goods,12,196.47,2357.64,EMEA
SO002300,2026-08-07,P023,Vendor Seal,Packaging,10,0.71,7.1,North America
SO002301,2026-02-15,P022,Assembly Frame,Finished Goods,4,174.48,697.92,Asia Pacific
SO002302,2025-09-18,P020,Insulation Tape,Raw Materials,30,4.59,137.7,Asia Pacific
SO002303,2026-06-10,P021,Drive Controller,Electronics,20,128.49,2569.8,Latin America
SO002304,2026-08-06,P006,Printed Circuit Board,Components,21,43.12,905.52,Europe
SO002305,2025-05-22,P024,Industrial Sensor,Electronics,21,155.79,3271.59,Latin America
SO002306,2026-01-31,P014,Wiring Bundle,Components,22,27.55,606.1,EMEA
SO002307,2026-12-23,P023,Vendor Seal,Packaging,3,0.78,2.34,North America
SO002308,2025-08-22,P022,Assembly Frame,Finished Goods,18,191.31,3443.58,EMEA
SO002309,2026-02-25,P003,Aluminum Sheet,Raw Materials,2,14.36,28.72,North America
SO002310,2025-10-10,P008,Control Panel,Finished Goods,20,246.65,4933.0,Asia Pacific
SO002311,2026-11-04,P019,Protective Film,Packaging,11,2.55,28.05,Latin America
SO002312,2025-10-05,P023,Vendor Seal,Packaging,23,0.77,17.71,Asia Pacific
SO002313,2025-09-05,P023,Vendor Seal,Packaging,9,0.77,6.93,EMEA
SO002314,2026-11-23,P024,Industrial Sensor,Electronics,23,153.1,3521.3,Asia Pacific
SO002315,2025-10-05,P014,Wiring Bundle,Components,10,29.22,292.2,Europe
SO002316,2026-10-16,P006,Printed Circuit Board,Components,17,45.66,776.22,North America
SO002317,2026-04-19,P021,Drive Controller,Electronics,22,124.01,2728.22,EMEA
SO002318,2025-01-23,P019,Protective Film,Packaging,17,2.62,44.54,Europe
SO002319,2025-03-28,P013,Quality Label,Packaging,7,1.48,10.36,North America
SO002320,2025-09-28,P007,Industrial Motor,Finished Goods,23,321.56,7395.88,EMEA
SO002321,2026-05-09,P003,Aluminum Sheet,Raw Materials,12,13.69,164.28,Asia Pacific
SO002322,2025-02-06,P024,Industrial Sensor,Electronics,8,155.32,1242.56,Latin America
SO002323,2026-09-05,P013,Quality Label,Packaging,19,1.47,27.93,EMEA
SO002324,2026-02-08,P009,Packaging Sleeve,Packaging,25,3.37,84.25,EMEA
SO002325,2025-06-07,P002,Copper Wire,Raw Materials,8,22.2,177.6,Latin America
SO002326,2026-04-05,P016,Battery Pack,Electronics,23,121.91,2803.93,Europe
SO002327,2026-12-30,P015,Fastener Kit,Components,24,6.27,150.48,Europe
SO002328,2025-12-01,P003,Aluminum Sheet,Raw Materials,28,15.49,433.72,Asia Pacific
SO002329,2025-10-26,P014,Wiring Bundle,Components,11,30.86,339.46,EMEA
SO002330,2025-12-03,P020,Insulation Tape,Raw Materials,11,4.96,54.56,Asia Pacific
SO002331,2025-03-01,P011,Sensor Module,Electronics,5,89.85,449.25,Asia Pacific
SO002332,2025-07-29,P004,Resistor Pack,Components,2,8.24,16.48,North America
SO002333,2026-04-12,P009,Packaging Sleeve,Packaging,18,3.49,62.82,North America
SO002334,2026-12-01,P002,Copper Wire,Raw Materials,9,23.75,213.75,North America
SO002335,2025-06-07,P025,Bulk Resin,Raw Materials,26,34.35,893.1,Asia Pacific
SO002336,2026-08-02,P014,Wiring Bundle,Components,8,29.24,233.92,EMEA
SO002337,2026-11-22,P023,Vendor Seal,Packaging,28,0.64,17.92,Latin America
SO002338,2025-07-25,P004,Resistor Pack,Components,26,9.0,234.0,Latin America
SO002339,2025-04-28,P016,Battery Pack,Electronics,5,133.87,669.35,EMEA
SO002340,2025-02-20,P025,Bulk Resin,Raw Materials,8,32.86,262.88,Latin America
SO002341,2026-05-21,P009,Packaging Sleeve,Packaging,26,4.06,105.56,Asia Pacific
SO002342,2026-06-30,P017,Cooling Fan,Finished Goods,2,44.15,88.3,North America
SO002343,2026-01-19,P018,Inspection Tag,Packaging,9,0.85,7.65,EMEA
SO002344,2026-02-17,P021,Drive Controller,Electronics,24,109.6,2630.4,Asia Pacific
SO002345,2025-01-20,P015,Fastener Kit,Components,11,7.28,80.08,Europe
SO002346,2026-07-02,P010,Shipping Crate,Packaging,8,14.78,118.24,EMEA
SO002347,2026-03-11,P019,Protective Film,Packaging,8,2.39,19.12,Latin America
SO002348,2026-10-11,P006,Printed Circuit Board,Components,9,43.57,392.13,North America
SO002349,2026-11-17,P011,Sensor Module,Electronics,7,105.2,736.4,North America
SO002350,2025-12-12,P014,Wiring Bundle,Components,24,25.9,621.6,North America
SO002351,2026-05-29,P008,Control Panel,Finished Goods,27,275.06,7426.62,North America
SO002352,2026-05-27,P015,Fastener Kit,Components,22,7.0,154.0,Asia Pacific
SO002353,2025-10-08,P001,Steel Coil,Raw Materials,12,16.52,198.24,Europe
SO002354,2026-11-11,P011,Sensor Module,Electronics,11,93.53,1028.83,EMEA
SO002355,2025-10-19,P005,Capacitor Kit,Components,7,11.27,78.89,Asia Pacific
SO002356,2026-10-24,P020,Insulation Tape,Raw Materials,8,4.42,35.36,Latin America
SO002357,2026-01-16,P002,Copper Wire,Raw Materials,18,23.77,427.86,North America
SO002358,2026-06-11,P017,Cooling Fan,Finished Goods,17,42.49,722.33,Latin America
SO002359,2026-02-28,P013,Quality Label,Packaging,17,1.4,23.8,Latin America
SO002360,2025-05-23,P002,Copper Wire,Raw Materials,8,24.51,196.08,Asia Pacific
SO002361,2025-05-25,P020,Insulation Tape,Raw Materials,26,5.57,144.82,North America
SO002362,2026-06-13,P002,Copper Wire,Raw Materials,5,24.36,121.8,EMEA
SO002363,2025-08-07,P012,Power Converter,Electronics,15,76.02,1140.3,North America
SO002364,2026-11-22,P022,Assembly Frame,Finished Goods,10,199.06,1990.6,North America
SO002365,2026-09-14,P024,Industrial Sensor,Electronics,26,132.49,3444.74,North America
SO002366,2025-11-09,P005,Capacitor Kit,Components,24,12.02,288.48,Europe
SO002367,2025-10-06,P007,Industrial Motor,Finished Goods,27,323.82,8743.14,Asia Pacific
SO002368,2026-12-12,P011,Sensor Module,Electronics,5,108.18,540.9,Europe
SO002369,2026-10-13,P004,Resistor Pack,Components,30,9.32,279.6,Europe
SO002370,2026-10-03,P020,Insulation Tape,Raw Materials,14,5.18,72.52,EMEA
SO002371,2025-07-09,P022,Assembly Frame,Finished Goods,16,188.54,3016.64,North America
SO002372,2025-08-30,P011,Sensor Module,Electronics,9,87.51,787.59,EMEA
SO002373,2025-10-05,P005,Capacitor Kit,Components,31,11.18,346.58,Asia Pacific
SO002374,2026-05-17,P013,Quality Label,Packaging,13,1.44,18.72,Latin America
SO002375,2025-05-12,P014,Wiring Bundle,Components,18,29.91,538.38,Europe
SO002376,2025-06-08,P004,Resistor Pack,Components,12,8.52,102.24,Asia Pacific
SO002377,2026-01-21,P007,Industrial Motor,Finished Goods,7,328.37,2298.59,Latin America
SO002378,2025-05-17,P023,Vendor Seal,Packaging,17,0.75,12.75,Asia Pacific
SO002379,2025-12-03,P016,Battery Pack,Electronics,27,143.31,3869.37,North America
SO002380,2025-06-15,P021,Drive Controller,Electronics,24,112.83,2707.92,EMEA
SO002381,2025-11-19,P011,Sensor Module,Electronics,30,95.74,2872.2,Asia Pacific
SO002382,2026-06-02,P015,Fastener Kit,Components,17,6.61,112.37,Asia Pacific
SO002383,2026-11-18,P011,Sensor Module,Electronics,30,101.74,3052.2,Europe
SO002384,2025-08-05,P021,Drive Controller,Electronics,23,118.09,2716.07,EMEA
SO002385,2025-04-24,P004,Resistor Pack,Components,21,7.83,164.43,EMEA
SO002386,2025-08-09,P016,Battery Pack,Electronics,10,121.91,1219.1,North America
SO002387,2025-10-23,P018,Inspection Tag,Packaging,32,0.94,30.08,Asia Pacific
SO002388,2025-02-23,P018,Inspection Tag,Packaging,30,0.86,25.8,Asia Pacific
SO002389,2026-07-27,P014,Wiring Bundle,Components,7,25.8,180.6,Asia Pacific
SO002390,2026-12-10,P001,Steel Coil,Raw Materials,19,16.74,318.06,Europe
SO002391,2026-03-21,P003,Aluminum Sheet,Raw Materials,25,14.04,351.0,Latin America
SO002392,2025-10-14,P016,Battery Pack,Electronics,23,125.8,2893.4,Latin America
SO002393,2025-12-11,P011,Sensor Module,Electronics,13,97.63,1269.19,Asia Pacific
SO002394,2025-04-12,P006,Printed Circuit Board,Components,29,49.23,1427.67,North America
SO002395,2025-11-17,P013,Quality Label,Packaging,9,1.55,13.95,Asia Pacific
SO002396,2025-11-13,P014,Wiring Bundle,Components,10,30.65,306.5,Latin America
SO002397,2025-08-01,P019,Protective Film,Packaging,2,2.4,4.8,Asia Pacific
SO002398,2025-12-14,P024,Industrial Sensor,Electronics,25,156.63,3915.75,Latin America
SO002399,2025-12-01,P015,Fastener Kit,Components,19,6.23,118.37,Latin America
SO002400,2026-04-09,P024,Industrial Sensor,Electronics,13,141.99,1845.87,Europe
SO002401,2026-01-13,P023,Vendor Seal,Packaging,14,0.69,9.66,Europe
SO002402,2025-05-22,P004,Resistor Pack,Components,27,8.24,222.48,Latin America
SO002403,2025-05-19,P021,Drive Controller,Electronics,11,111.47,1226.17,Asia Pacific
SO002404,2025-10-14,P011,Sensor Module,Electronics,19,97.73,1856.87,North America
SO002405,2026-01-31,P004,Resistor Pack,Components,31,8.75,271.25,Latin America
SO002406,2026-09-26,P014,Wiring Bundle,Components,15,26.24,393.6,Latin America
SO002407,2025-07-05,P007,Industrial Motor,Finished Goods,11,357.03,3927.33,Latin America
SO002408,2025-05-01,P021,Drive Controller,Electronics,21,125.64,2638.44,North America
SO002409,2025-01-28,P002,Copper Wire,Raw Materials,18,22.54,405.72,Asia Pacific
SO002410,2026-05-23,P011,Sensor Module,Electronics,13,92.25,1199.25,EMEA
SO002411,2025-05-08,P017,Cooling Fan,Finished Goods,7,43.62,305.34,Latin America
SO002412,2026-03-07,P007,Industrial Motor,Finished Goods,18,304.7,5484.6,Europe
